above_otsu_ratio,area_std,avg_area,avg_eccentricity,avg_solidity,below_otsu_ratio,bright_ratio,center_of_mass_x,center_of_mass_y,closing_ratio,coefficient_variation,dark_ratio,dilation_ratio,edge_density,erosion_ratio,glcm_ASM_max,glcm_ASM_mean,glcm_ASM_min,glcm_ASM_std,glcm_contrast_max,glcm_contrast_mean,glcm_contrast_min,glcm_contrast_std,glcm_correlation_max,glcm_correlation_mean,glcm_correlation_min,glcm_correlation_std,glcm_dissimilarity_max,glcm_dissimilarity_mean,glcm_dissimilarity_min,glcm_dissimilarity_std,glcm_energy_max,glcm_energy_mean,glcm_energy_min,glcm_energy_std,glcm_homogeneity_max,glcm_homogeneity_mean,glcm_homogeneity_min,glcm_homogeneity_std,gradient_h_mean,gradient_h_std,gradient_magnitude_mean,gradient_magnitude_std,gradient_max,gradient_mean,gradient_min,gradient_std,gradient_v_mean,gradient_v_std,hist_contrast,hist_entropy,hist_kurtosis,hist_mean,hist_peak,hist_skewness,hist_uniformity,hist_variance,horizontal_range,horizontal_variation,iqr_intensity,kurtosis,level_0_ratio,level_1_ratio,level_2_ratio,level_3_ratio,level_4_ratio,max_area,max_intensity,mean_intensity,median_intensity,medium_ratio,min_area,min_intensity,num_components,object_area_ratio,opening_ratio,otsu_threshold,percentile_10,percentile_25,percentile_5,percentile_50,percentile_75,percentile_90,percentile_95,range_intensity,skewness,spatial_moment_x,spatial_moment_y,std_intensity,total_area,var_intensity,vertical_range,vertical_variation,label
0.582525032902744,16267.364620582359,2173.359375,0.5863719576268487,0.9470213286858669,0.41747496709725596,0.02677190043774058,1343.2511919961037,813.1500412296037,1.0124806786728495,0.25242645661360846,0.16254986983303146,1.1440670045652253,0.09995833006712572,0.8559042381106438,0.7803703026225182,0.7789117531717821,0.7770296816358324,0.0009477325099366286,1.205796386567626,0.5330885592713267,0.1045780016598151,0.30936975745542056,0.9974703576381638,0.9871227643357358,0.9708907009110581,0.007465455309631425,0.1124584107087589,0.059052676160054246,0.018853376565726745,0.026058455698291388,0.8833857043344759,0.8825596097640984,0.8814928710068122,0.000537014733901889,0.9930292555214212,0.9846155580470234,0.9761806624318732,0.004752745969026833,0.00029427013749459894,0.06193735238094143,0.020375450276747243,0.06360164005686382,0.5989738758577166,0.014407619060417287,0.0,0.04497315097879436,-0.00023780418302702972,0.024978967676804954,26.96834354595033,3.8610017417801705,2.5059488398822354,14.068639868636568,136,-0.15339417400664593,0.07807718530085864,13.484171772975163,79.36112274821951,21.805954349740865,46.0,-0.505252337535306,0.01804184321378326,0.319711528543904,0.5618881017901568,0.10035440071622775,4.125735928146183e-06,131200.0,205,116.14313415655518,119.0,0.810678229729228,1.0,29,64,0.5738692389254934,0.9864121643481074,112,78.0,93.0,69.0,119.0,139.0,153.0,162.0,176,-0.1590488223763052,2075068557127.564,215793220862.75464,29.317599817662447,139095.0,859.5216590686013,80.97446250488271,21.556652561467182,rong
0.584583775130889,17280.851990974017,2581.277777777778,0.5800019180986254,0.9398647249949511,0.415416224869111,0.03249429617007934,1341.2716451860938,813.2891800650332,1.0129637202361736,0.25129158140651303,0.1553628378462008,1.1400684415556464,0.09999546169047904,0.8593719733981878,0.7803754354397954,0.7789196860339332,0.777036189109536,0.0009472188999430607,1.2249110182606007,0.5408239643895301,0.10504217088375503,0.3146802215600153,0.9975037845575925,0.9871655109155891,0.97094894194894,0.007460185404781337,0.11194192974311361,0.05832682942862145,0.018229015884044547,0.02605988855843791,0.8833886095257258,0.8825641041671002,0.8814965621654665,0.0005367212097759064,0.9933475534150281,0.9850766553786836,0.976652185540414,0.004677224567141852,0.0003152507181409658,0.06241610138854592,0.02021119287497851,0.06413547564993743,0.593111326608786,0.014291471537766534,0.0,0.04535062974669545,-0.00024948972331763196,0.025018397502452615,27.22175354569689,3.8651052315959356,2.4728344671852223,14.207739055454017,136,-0.12217143678282605,0.07780658430343769,13.610876772848446,81.34545454545454,23.054696919845643,46.0,-0.527856815458994,0.013957364644918537,0.31668736410857284,0.5586906564458435,0.11065636332880878,8.251471856292365e-06,128250.0,206,117.18723827362706,120.0,0.8121428659837199,1.0,31,54,0.5750822052883683,0.9875169489701483,113,78.0,94.0,70.0,120.0,140.0,155.0,164.0,175,-0.1291816168504123,2117882461273.3452,216141580266.72018,29.448166428954508,139389.0,867.1945060274032,81.6178722594759,21.165829883152202,rong
0.5719012628877677,10968.62704833398,2099.5384615384614,0.758538250881269,0.899848253606521,0.4280987371122324,0.045556376118590154,1336.866499756657,813.9313019108357,1.0164358467062358,0.24577815683685447,0.13331077931025948,1.1439657067487359,0.0999913359545509,0.8541291126254854,0.7803489877306571,0.7788952094616218,0.7770178715751105,0.0009455496812898024,1.244044993809966,0.5494292391472108,0.10796228745681585,0.31869524757150075,0.9975321956256907,0.9874583254802553,0.9716198822277881,0.007267332665467493,0.1115627901578459,0.05830630238106604,0.018460617991623726,0.02593428458667722,0.8833736399342337,0.8825502378888584,0.8814861720838907,0.0005357834838064277,0.9932860796817172,0.9850989545101513,0.9768986682430723,0.004631431975807124,0.00033258285387832454,0.06257062125102562,0.019995521117253258,0.06437196416574097,0.6057982681674857,0.014138968575368586,0.0,0.04551785237989288,-0.00024942905073045343,0.025066215617053512,27.248705743336036,3.857552726147787,2.323446731778996,14.513002256777554,128,0.05097372354458256,0.07726981659682455,13.624352871668016,89.53597472046671,25.763264138333916,44.0,-0.6891128088432708,0.0015430252371266724,0.31927832627144864,0.5439906593338587,0.13518798915756597,0.0,70436.0,199,119.62186392497762,122.0,0.8211328445711504,1.0,35,65,0.5630391821141096,0.9858137319557412,116,80.0,96.0,73.0,122.0,140.0,160.0,169.0,164,0.04854305791840328,2217332163811.6055,217577122683.60413,29.400441235327794,136470.0,864.3859448319628,77.16069464089267,19.45968657327422,rong
0.5350336866338533,9162.039633913475,1516.357142857143,0.709715249575175,0.9176888987490434,0.4649663133661467,0.06489370041381132,1334.0839490262447,815.4390546846496,1.0156232826165466,0.257644112343393,0.13204830411624674,1.1599541507686026,0.0999913359545509,0.8491685901361345,0.7803014631254157,0.7788524941598158,0.7769819662566201,0.0009415887224279488,1.1263463324048284,0.49904287480692616,0.0990639414818675,0.2907776302438648,0.9977924000667323,0.9888942998199822,0.97494956039503,0.006464315814068137,0.11321378830083567,0.06003787080069034,0.019857950707351434,0.026036652615184633,0.8833467400321438,0.8825260389816378,0.8814658054948133,0.0005335533679162208,0.9925375125041764,0.9838543942782869,0.9752917078131416,0.004864930930391975,0.0009082767197422358,0.0603329446870364,0.021265660125953722,0.06216170964464119,0.6346257983119831,0.015037092481470246,0.0,0.043954966419875,-3.8239909279111814e-05,0.025988763014771876,30.516401651023916,3.93871580857866,2.440514081001147,14.644703999075835,128,0.13217688436405026,0.07433368305032143,15.258200825511958,123.10588235294117,23.512115842045883,45.0,-0.574142796683661,0.0017493120335339816,0.3113816677049769,0.5361063779751714,0.1505027209228446,0.0002599213634732095,61969.0,209,120.66593091042614,122.0,0.8030579954699419,1.0,19,84,0.5255114881116919,0.9831048722659256,119,79.0,96.0,71.0,122.0,141.0,163.0,175.0,190,0.1251497073221232,2195501438924.642,216934766598.71854,31.08886666208237,127374.0,966.5176303327366,77.0357271743053,18.71363429914697,rong
0.5275042185649865,9444.061709487565,1634.5454545454545,0.6601093651673866,0.9179840214564927,0.4724957814350135,0.06366423110722375,1335.452917889985,815.9602473679511,1.0163991736850468,0.26223949357504917,0.1363679496330158,1.160448116955347,0.09999546169047904,0.8460670586365804,0.7802897922596832,0.7788412711483116,0.7769750089221878,0.0009405121969357404,1.1367842773135248,0.5070855487077578,0.10320672418119005,0.2925915764119779,0.9976891257233048,0.9886615488256507,0.9745970183486276,0.006535532633357974,0.11512979727638499,0.06187439709384853,0.02114527242197904,0.026257588644987083,0.88334013395729,0.8825196808660963,0.8814618590286184,0.0005329468220863881,0.9920562338171092,0.9832480300098337,0.9747731526835618,0.004917448425321627,0.000923040382622367,0.060813126882436945,0.021990715396670628,0.06283325959240488,0.6495088790226489,0.01554978398012922,0.0,0.04442982394184417,-3.9396733274650784e-05,0.027065108863516308,31.250114689381206,3.957158021003945,2.4732874031859353,14.588028764630891,128,0.12370497252776402,0.07380167934220691,15.625057344690603,117.42857142857142,22.472762825174787,46.0,-0.5378630820518064,0.002718859976648335,0.3149256748672544,0.5303592278272636,0.1516455497749411,0.00035068755389242555,62203.0,245,120.22958070145762,122.0,0.7999678192597605,1.0,0,77,0.5192651239164786,0.9823454632130939,119,78.0,95.0,70.0,122.0,141.0,162.0,175.0,245,0.11948087566520436,2162707721927.1028,215847804796.7224,31.528944358513144,125860.0,994.0743323622178,76.13991178029521,18.771326412843962,rong
0.6185592104991728,12066.423707989174,1674.8863636363637,0.653828315020086,0.904953126877868,0.3814407895008272,0.103494085757547,1306.4361609353443,800.8092298543521,1.020021711106588,0.4356038893579166,0.21162962443425845,1.1534228916480087,0.09999958742640719,0.8508786213447317,0.7925840571058205,0.7910602688329521,0.7891167793908331,0.0009849994927742147,1.1244912565769114,0.4696520531667532,0.0859629822631386,0.2925117797600174,0.9980926846752547,0.9895943115834815,0.9751004791057756,0.006474621090013906,0.12303369699783352,0.06362933052402088,0.01939571150097466,0.02878188250903021,0.8902719006605906,0.8894155171286648,0.8883224523734797,0.0005538264185413381,0.9922614936167743,0.9820944566096405,0.9722036705541605,0.005515085918555672,-0.0018292987276311294,0.06418282525270871,0.024258470047269068,0.06417611446309365,0.7037617929982569,0.017153328671634712,0.0,0.045379365727057586,-8.446028619178476e-05,0.024171440003023185,76.21338226933307,4.304345031325624,3.9290128780937468,13.735086496053732,128,-0.018771130847860473,0.06599546600503665,38.106691134666534,147.2316818774446,28.097808355063382,47.0,0.9764765322903775,0.10027601173359298,0.25638560778278824,0.5004847739715572,0.10072571694976092,0.04212788956230067,110780.0,255,113.44763822246793,115.0,0.6848762898081945,1.0,0,88,0.6080922184494659,0.976056720265961,105,50.0,89.0,6.0,115.0,136.0,172.0,197.0,255,-0.000192752028748485,1981844625981.7566,148615763882.75778,49.418232452532905,147390.0,2442.1616987325765,136.21142210913203,45.57372348651438,rong
0.5837173705859783,11490.436697751575,1578.9204545454545,0.6873968703433672,0.9071922489806322,0.4162826294140217,0.11033868166234152,1305.3528867675498,800.7408545862951,1.0191154773471518,0.4373174804123146,0.2130076202342593,1.166490337903487,0.09999958742640719,0.8459318435352118,0.792738829550492,0.7912081180567118,0.7892699554519892,0.0009823162302831662,1.139094900959455,0.47747249264261304,0.08873159245749136,0.29584280617971165,0.9980462827506306,0.9895017755992678,0.9749696428086985,0.006498324671601113,0.1221313060971835,0.06302324741298705,0.018994267847837414,0.02867142721814116,0.8903588206731553,0.8894986301623927,0.8884086646650792,0.0005522643739423926,0.9925329035351703,0.9825173789222368,0.9728225032519323,0.005426763513171644,-0.0018229766440471169,0.06447745812712623,0.023924597846595428,0.06468505944115074,0.7189724448083493,0.016917245374488698,0.0,0.0457392441722926,-6.20073840965501e-05,0.02441052235677851,77.1609997719787,4.321569515099249,3.8808768164112832,13.778303579901063,128,-0.01454291156059052,0.06452762059895391,38.580499885989354,146.66986540378863,28.621714008119092,47.0,0.9171423294927799,0.09826677833658579,0.2598471002265029,0.49562878278412914,0.10174477372401303,0.04451256492876917,105982.0,255,113.791514186343,115.0,0.6766536981033991,1.0,0,88,0.5732503785362714,0.9762567922559287,108,52.0,89.0,6.0,115.0,136.0,176.0,199.0,255,0.00523352267383569,1996456857335.0288,148169624891.4848,49.76301828064685,138945.0,2476.3579883999923,135.41751484308736,45.77890350400709,rong
0.557688102615304,11506.339321445676,1475.5555555555557,0.6062367626527262,0.9415240063306388,0.442311897384696,0.11828897479587921,1301.3778906337036,801.427149967963,1.0193975903614458,0.4413246719681184,0.22649465098336916,1.1688629518072289,0.09999958742640719,0.842085843373494,0.7925210324310458,0.7909659391169127,0.788946896170664,0.0010120522423471775,1.1657594398019189,0.48867644320477965,0.09128307567598863,0.30256490872119685,0.9980038531213002,0.9893289378310337,0.9745589826776323,0.0066005080673463105,0.1222396316929743,0.0629018220049795,0.018986547777584774,0.028705791864236687,0.8902365036500389,0.8893624768719258,0.8882268269820858,0.000569077451670475,0.9926089339993542,0.982946764655729,0.973584579889839,0.005231134030981843,-0.0017038318621848878,0.0650981238470475,0.023909009056231174,0.06534991149224556,0.7443862699414563,0.01690622243511165,0.0,0.04620936556610753,-7.82352787472582e-05,0.02452706166495087,79.07697537238931,4.378280343786328,3.762651732507919,13.789051121993886,128,0.041232767861863036,0.060280602628923194,39.53848768619466,143.65013090808876,29.782761342654872,50.0,0.7929898226123115,0.09688465680065682,0.269418807579802,0.47356434704040334,0.11131235534138402,0.04881983323775378,108792.0,255,113.95150197416464,115.0,0.6552163742207516,1.0,0,90,0.5478977312578132,0.9746310240963856,110,55.0,87.0,6.0,115.0,137.0,174.0,202.0,255,0.05534274003719975,2013325983157.0757,149297814068.60117,50.289609233435854,132800.0,2529.044796851677,132.24382042893492,43.889917927413286,rong
0.5185059885056997,10104.581907427144,1732.6478873239437,0.6589306298983446,0.9092804270199615,0.4814940114943003,0.11102355382641378,1295.04277757582,802.315930377034,1.0193061178038987,0.45134179847929734,0.23674710476481242,1.1656830707701311,0.09999546169047904,0.8398852200490985,0.7920832928407219,0.7905153977526167,0.7884824668791623,0.0010184368935643982,1.2887099582172703,0.54028937602876,0.09993437940285256,0.33476202731913063,0.9978349998908876,0.9883116608641677,0.9721374661497832,0.007234956075040961,0.12723614979882392,0.06551048629107618,0.019784610039951363,0.02982698696801652,0.889990613905968,0.8891091438160462,0.8879653522965647,0.0005728309645674202,0.9923496207607383,0.9825629441275315,0.9730161879768966,0.005305814708476642,-0.001605691930003897,0.06824121900843692,0.024743606409305008,0.06861847648413281,0.7715293858521344,0.017496371883030486,0.0,0.04852059003661996,-0.00014760022524900238,0.02571531390016586,82.92301426687823,4.444109775760835,3.6499324126092105,13.807117719623237,128,0.10962537472477524,0.05625262468939152,41.46150713343911,139.36741955445544,32.40058946648989,54.0,0.6747142608649384,0.0958202169311951,0.2854184115091529,0.45035708244458106,0.10869663876293933,0.05970765035213156,79023.0,255,114.06030175632579,114.0,0.6522293414087738,1.0,0,71,0.5075397824086871,0.9778650278820985,113,55.0,86.0,6.0,114.0,140.0,175.0,214.0,255,0.12101174414489956,2037857338584.9126,148697776495.3708,51.48018173430485,123018.0,2650.2091113970546,132.78826530612247,43.31501294240941,rong
0.5354627631703806,14517.894321091035,1822.2857142857142,0.5740581595541158,0.9344778313336534,0.4645372368296195,0.09290332162999575,1299.9350053526944,803.6613157874813,1.0154829100031357,0.4619628824984135,0.26236379914267205,1.1552602696770147,0.0999913359545509,0.8538413295703983,0.7923185189031169,0.7906654514293118,0.7886021782109525,0.0010496444817729954,1.1877582404828224,0.4821491408592646,0.07762434138150658,0.31395336398296253,0.9982272432116708,0.9890046890660273,0.9729292253209842,0.007153039050546142,0.13523967038068707,0.06956525932746531,0.021002451122305213,0.031556309269753786,0.8901227549631101,0.8891935126553999,0.8880327573974692,0.0005903226771250395,0.9915788252665743,0.9811719976709656,0.9711370836670555,0.005538983427264849,-0.0008964496100815526,0.06796093451657027,0.026957604112860373,0.06733951966719406,0.7713636770924351,0.01906190467274593,0.0,0.0476162309985178,-6.680456332280616e-05,0.02533429737323442,81.6929320967474,4.371396350075285,3.881856553276634,13.377521340369087,128,0.2560176135618952,0.06105841043273419,40.8464660483737,142.21850775193798,28.932714269189965,52.0,0.8981702992411584,0.09727247597790256,0.3186512144103705,0.46138104884458764,0.062166588965306684,0.060528671801832655,122400.0,255,110.61812188249078,112.0,0.6447328792273321,1.0,0,70,0.5262788749943271,0.9757055503292568,108,52.0,83.0,6.0,112.0,135.0,164.0,216.0,255,0.2608181641099532,1932139740082.0928,145581225278.8845,51.1014664460159,127560.0,2611.3598729332884,133.7431570555408,41.54231387724284,rong
0.5216580507548034,12113.902304841684,2011.6935483870968,0.6521379703494291,0.936117828732538,0.47834194924519663,0.08845990403538231,1299.461816904683,804.5294422753122,1.01682100621367,0.4715760496485991,0.2982081928864061,1.1565604329524954,0.0999913359545509,0.8475766686710764,0.7920731415192601,0.7903684086736299,0.7882135771998146,0.0010869255546345799,1.2499941968430826,0.5122902689422645,0.08429737710613165,0.3294319947352101,0.998049458778025,0.9881632478361819,0.9711351344113549,0.007604529905082015,0.14141422934076137,0.07409390118922533,0.023715090807326342,0.03248673578816431,0.8899849108379648,0.8890264534050769,0.887813931631969,0.0006114079003798576,0.990524530884792,0.9799977855854899,0.9699102592526401,0.005593283405140112,-0.0005467813556537268,0.07026491039975999,0.02882797736229257,0.06993552205356854,0.7880901729642357,0.02038445828076935,0.0,0.04945188188989966,-7.730496574385276e-05,0.028010122175940358,83.4491755494537,4.439494549781108,3.6400327602571543,13.24080270318218,128,0.23990525195868595,0.056897077438279715,41.72458777472684,133.79350649350647,28.02038938126536,60.0,0.6501113355989387,0.10568072579946448,0.32741840325768107,0.43606140745355454,0.07477071222579328,0.056068751263506626,92069.0,255,109.50677239552606,111.0,0.6133319030782116,1.0,0,62,0.5145824136380327,0.9808218079775506,108,49.0,77.0,7.0,111.0,137.0,162.0,211.0,255,0.24629142026748152,1920660400002.8472,145531892758.06873,51.6407711407662,124725.0,2666.7692440129913,132.3256734006734,39.6718568918221,rong
0.5114386028607852,10347.325624156143,1441.7058823529412,0.6380655852349012,0.9361673781411761,0.4885613971392147,0.08533259620184751,1299.362685890433,805.59067699345,1.0154147456036557,0.47126006291869443,0.30659168829239913,1.1614182545187481,0.0999913359545509,0.8537680035905177,0.7914353946653844,0.7897359269464858,0.7876482816851774,0.0010625018372277656,1.243137766945218,0.515789902920056,0.08910794588230754,0.32598397241390464,0.9979138531089329,0.9879419037292193,0.9709552147917719,0.007613436706123347,0.14469107861343233,0.07737932474373968,0.026350529789821088,0.03268371909240705,0.8896265478645432,0.8886706754827687,0.8874955107971969,0.000597899226765358,0.9893581558818033,0.9785471219653127,0.9683064234604762,0.005739881355614337,-0.00044362177809349166,0.07012458804784855,0.030106595859196457,0.06988568520542085,0.7868500656156313,0.021288578090480653,0.0,0.04941664191662146,-7.550096748507513e-05,0.029542440002505062,82.42361156224979,4.458598514132678,3.535309945014403,13.169105664222855,128,0.21146265992128943,0.05584814624116842,41.211805781124895,135.2741935483871,27.466313039051563,60.0,0.5471244947314036,0.11047483094797035,0.33751820480978295,0.41601858231462036,0.08266737079226508,0.05332101113536127,92755.0,255,108.91926347362211,110.0,0.6080757155057533,1.0,0,85,0.505588309314674,0.9798767799583826,108,47.0,77.0,7.0,110.0,137.0,163.0,207.0,255,0.22175702327595093,1908352062146.4065,144637770397.15634,51.32929896234961,122545.0,2634.696931966265,134.61710346008908,38.55499166339296,rong
0.5111085439865336,12917.47048080424,2188.8571428571427,0.6361567800019906,0.9517300781104154,0.4888914560134664,0.08341412899525953,1300.1693679812454,806.0507048327676,1.0154434799634513,0.46853122241590534,0.31158795450138416,1.1543532175956142,0.09999546169047904,0.8562769220728365,0.791143019507911,0.7894098315454107,0.7872661204623939,0.0010853558498766607,1.1900224388734137,0.49890802778759485,0.08748673112925329,0.31177468123717517,0.9979370720802634,0.9882526145778557,0.9719961513343123,0.007333884292163428,0.14264159702878365,0.07638941572676394,0.025984791461602305,0.03227171463167059,0.8894622080268003,0.8884871739980861,0.8872801814885724,0.0006108897653704293,0.989532656309432,0.9787871022181073,0.9685105603356754,0.005740857318270598,-0.00028508430779575737,0.06881794041768709,0.029732686562773877,0.06876171780743136,0.7899503339961947,0.02102418429143155,0.0,0.04862187694767049,-4.489366967303374e-05,0.02960091678027084,81.24704169308464,4.45956469640512,3.498327711516182,13.141038282703677,128,0.18585471316796426,0.055727087557991245,40.62352084654233,136.4562443845463,26.787891630868742,61.0,0.5048009417828716,0.11104005677012638,0.34012566991637133,0.4143064019044397,0.08322847087849296,0.05129940053056964,94981.0,255,108.69561970616509,110.0,0.6049979165033563,1.0,0,56,0.5057162071284466,0.9793760605665057,108,45.0,77.0,8.0,110.0,138.0,162.0,205.0,255,0.1932117883947203,1891826324581.5583,144278872372.5942,50.92729157686921,122576.0,2593.5890273554533,136.03117505995203,38.10314998965946,rong
